share_name                     ,number,first_date,last_date
DEUTSCHE BOERSE NA O.N.        ,581005.FFM,13.11.2020,23.04.2021
DEUTSCHE BOERSE NA O.N.        ,581005.ETR,13.11.2020,23.04.2021
DEUTSCHE EUROSHOP NA O.N.      ,748020.FFM,13.11.2020,23.04.2021
DEUTSCHE EUROSHOP NA O.N.      ,748020.ETR,13.11.2020,23.04.2021
DEUTSCHE POST AG NA O.N.       ,555200.FFM,13.11.2020,23.04.2021
DEUTSCHE POST AG NA O.N.       ,555200.ETR,13.11.2020,23.04.2021
DEUTSCHE POST AG NEUE NA       ,A3H231.ETR,15.01.2021,23.04.2021
DEUTSCHE POST AG NEUE NA       ,A3H231.FFM,15.01.2021,23.04.2021
DEUTSCHE POST SPONS.ADR 1      ,A0YF81.FFM,13.11.2020,23.04.2021
DEUTSCHE POST SPONS.ADR 1      ,A0YF81.ETR,13.11.2020,22.03.2021
DEUTSCHE TELEKOM ADR 1         ,879530.FFM,13.11.2020,23.04.2021
DEUTSCHE TELEKOM ADR 1         ,879530.ETR,13.11.2020,22.03.2021
DEUTSCHE WOHNEN SE INH         ,A0HN5C.FFM,13.11.2020,23.04.2021
DEUTSCHE WOHNEN SE INH         ,A0HN5C.ETR,13.11.2020,23.04.2021
DEUTSCHE WOHNEN SE NEUE        ,A3H21Q.ETR,15.01.2021,23.04.2021
DEUTSCHE WOHNEN SE NEUE        ,A3H21Q.FFM,15.01.2021,23.04.2021
DEUTSCHE WOHNEN SE NEUE        ,A2TSQ5.FFM,21.06.2019,21.06.2019
DEUTSCHE WOHNEN SE NEUE        ,A254VB.FFM,21.08.2020,21.08.2020
DEUTZ AG O.N.                  ,630500.FFM,13.11.2020,23.04.2021
DEUTZ AG O.N.                  ,630500.ETR,13.11.2020,23.04.2021
DEVON ENERGY CORP. DL-*10      ,925345.ETR,15.01.2021,23.04.2021
DEVON ENERGY CORP. DL-*10      ,925345.FFM,15.01.2021,23.04.2021
DEXCOM INC.       DL-*001      ,A0D9T1.ETR,15.01.2021,23.04.2021
DEXCOM INC.       DL-*001      ,A0D9T1.FFM,15.01.2021,23.04.2021
DF DT.FORFAIT AG  NA O.N.      ,A2AA20.FFM,13.11.2020,23.04.2021
DF DT.FORFAIT AG  NA O.N.      ,A2AA20.ETR,13.11.2020,23.04.2021
DFV DT.FAMIL.VERS. O.N.        ,A2NBVD.FFM,13.11.2020,23.04.2021
DFV DT.FAMIL.VERS. O.N.        ,A2NBVD.ETR,13.11.2020,23.04.2021
DIAGEO PLC LS-*28935185        ,851247.FFM,13.11.2020,23.04.2021
DIAGEO PLC LS-*28935185        ,851247.ETR,13.11.2020,23.04.2021
DIALOG SEMICOND.   LS-*10      ,927200.FFM,13.11.2020,23.04.2021
DIALOG SEMICOND.   LS-*10      ,927200.ETR,13.11.2020,23.04.2021
DIAMONDBACK ENERGY DL-*01      ,A1J6Y4.ETR,15.01.2021,23.04.2021
DIAMONDBACK ENERGY DL-*01      ,A1J6Y4.FFM,15.01.2021,23.04.2021
DIC ASSET AG NA O.N.           ,A1X3XX.FFM,13.11.2020,23.04.2021
DIC ASSET AG NA O.N.           ,A1X3XX.ETR,13.11.2020,23.04.2021
DICK S SPORTING    DL-*01      ,662541.ETR,15.01.2021,23.04.2021
DICK S SPORTING    DL-*01      ,662541.FFM,15.01.2021,23.04.2021
DIEBOLD NIXDORF  INH.O.N.      ,A0CAYB.ETR,13.05.2019,13.05.2019
DIEBOLD NIXDORF  INH.O.N.      ,A0CAYB.FFM,21.06.2019,01.01.2019
DIEBOLD NIXDORF DL 1*25        ,856244.FFM,13.11.2020,23.04.2021
DIEBOLD NIXDORF DL 1*25        ,856244.ETR,13.11.2020,23.04.2021
DIERIG HOLDING AG O.N.         ,558000.ETR,13.11.2020,23.04.2021
DIERIG HOLDING AG O.N.         ,558000.FFM,13.11.2020,23.04.2021
DIGITAL REALTY TR. DL-*01      ,A0DLFT.ETR,15.01.2021,22.03.2021
DIGITAL REALTY TR. DL-*01      ,A0DLFT.FFM,15.01.2021,23.04.2021
DISCOVER FINL SRVCS DL-01      ,A0MUES.ETR,13.11.2020,23.04.2021
DISCOVER FINL SRVCS DL-01      ,A0MUES.FFM,13.11.2020,23.04.2021
DISCOVERY A DL-*01             ,A0Q90G.ETR,13.11.2020,23.04.2021
DISCOVERY A DL-*01             ,A0Q90G.FFM,13.11.2020,23.04.2021
DISCOVERY B DL-*01             ,A0Q90H.ETR,26.01.2021,23.04.2021
DISCOVERY B DL-*01             ,A0Q90H.FFM,27.01.2021,23.04.2021
DISCOVERY C DL-*01             ,A0Q90J.ETR,13.11.2020,23.04.2021
DISCOVERY C DL-*01             ,A0Q90J.FFM,13.11.2020,23.04.2021
DISH NETWORK CORP.A DL-01      ,A0NBN0.ETR,13.11.2020,23.04.2021
DISH NETWORK CORP.A DL-01      ,A0NBN0.FFM,13.11.2020,23.04.2021
DISNEY (WALT) CO.              ,855686.FFM,13.11.2020,23.04.2021
DISNEY (WALT) CO.              ,855686.ETR,13.11.2020,23.04.2021
DK DAXPLUS MAX.DIVIDEND        ,ETFL23.FFM,07.02.2020,07.02.2020
DK DB EUROG.GER.MONEYM.        ,ETFL22.FFM,07.02.2020,07.02.2020
DK DB EUROG.GERMANY            ,ETFL17.FFM,27.12.2019,27.12.2019
DK DB EUROG.GERMANY 10+        ,ETFL21.FFM,07.02.2020,07.02.2020
DK DB EUROGOV FRANCE           ,ETFL42.FFM,07.02.2020,07.02.2020
DK EO ISTO.EX F.D.+ U.ETF      ,ETFL48.FFM,27.12.2019,27.12.2019
DK IB EO LIQ.SOV.DIV.10+       ,ETFL16.FFM,27.12.2019,27.12.2019
DK IB EO LIQ.SOV.DIV.3-5       ,ETFL13.FFM,07.02.2020,07.02.2020
DK IB EO LIQ.SOV.DIV.5-7       ,ETFL14.FFM,27.12.2019,27.12.2019
DK IB EO LIQ.SOV.DIV.7-10      ,ETFL15.FFM,27.12.2019,27.12.2019
DK IBOXX EO L.GE.COV.DIV.      ,ETFL35.FFM,07.02.2020,07.02.2020
DK IBOXX EO L.NON-FI.DIV.      ,ETFL38.FFM,07.02.2020,07.02.2020
DK IBOXX EO LIQ.CORP.DIV.      ,ETFL37.FFM,27.12.2019,27.12.2019
DK MSCI CHIN.EX A SH.U.E.      ,ETFL32.FFM,07.02.2020,07.02.2020
DK MSCI EUROPE                 ,ETFL28.FFM,07.02.2020,07.02.2020
DK MSCI EUROPE LC              ,ETFL08.FFM,27.12.2019,27.12.2019
DK MSCI USA LC                 ,ETFL09.FFM,07.02.2020,07.02.2020
DK STOXX EUROPE 50             ,ETFL25.FFM,27.12.2019,27.12.2019
DMG MORI AG O.N.               ,587800.FFM,13.11.2020,23.04.2021
DMG MORI AG O.N.               ,587800.ETR,13.11.2020,23.04.2021
DO + CO AG                     ,915210.ETR,22.11.2019,23.04.2021
DO + CO AG                     ,915210.FFM,27.12.2019,23.04.2021
DOCCHECK AG NA O.N.            ,A1A6WE.FFM,13.11.2020,23.04.2021
DOCCHECK AG NA O.N.            ,A1A6WE.ETR,13.11.2020,23.04.2021
DOLBY LABORATOR.A DL-*001      ,A0DNCY.ETR,13.11.2020,23.04.2021
DOLBY LABORATOR.A DL-*001      ,A0DNCY.FFM,13.11.2020,23.04.2021
DOLLAR GENER.CORP.DL-*875      ,A0YEES.ETR,15.01.2021,23.04.2021
DOLLAR GENER.CORP.DL-*875      ,A0YEES.FFM,15.01.2021,23.04.2021
DOLLAR TREE INC.   DL-*01      ,A0NFQC.ETR,13.11.2020,23.04.2021
DOLLAR TREE INC.   DL-*01      ,A0NFQC.FFM,13.11.2020,23.04.2021
DOMINION ENERGY INC.           ,932798.ETR,15.01.2021,23.04.2021
DOMINION ENERGY INC.           ,932798.FFM,15.01.2021,23.04.2021
DOVER CORP.          DL 1      ,853707.ETR,15.01.2021,23.04.2021
DOVER CORP.          DL 1      ,853707.FFM,15.01.2021,23.04.2021
DOW INC.           DL-*01      ,A2PFRC.ETR,13.11.2020,23.04.2021
DOW INC.           DL-*01      ,A2PFRC.FFM,13.11.2020,23.04.2021
DR. HOENLE AG O.N.             ,515710.FFM,13.11.2020,23.04.2021
DR. HOENLE AG O.N.             ,515710.ETR,13.11.2020,23.04.2021
DRAEGERWERK ST.A.O.N.          ,555060.FFM,13.11.2020,23.04.2021
DRAEGERWERK ST.A.O.N.          ,555060.ETR,13.11.2020,23.04.2021
DRAEGERWERK VZO O.N.           ,555063.FFM,13.11.2020,23.04.2021
DRAEGERWERK VZO O.N.           ,555063.ETR,13.11.2020,23.04.2021
DRAFTKINGS INC. CL.A O.N.      ,A2P205.ETR,20.11.2020,23.04.2021
DRAFTKINGS INC. CL.A O.N.      ,A2P205.FFM,20.11.2020,23.04.2021
DREAM GL.REAL EST.I.TR.U.      ,A1131Y.ETR,11.12.2019,11.12.2019
DREAM GL.REAL EST.I.TR.U.      ,A1131Y.FFM,27.12.2019,01.01.2019
DROPBOX INC CL. A              ,A2JE48.ETR,15.01.2021,23.04.2021
DROPBOX INC CL. A              ,A2JE48.FFM,15.01.2021,23.04.2021
DT.BETEILIG.AG   NA O.N.       ,A1TNUT.FFM,13.11.2020,23.04.2021
DT.BETEILIG.AG   NA O.N.       ,A1TNUT.ETR,13.11.2020,23.04.2021
DT.BETEILIG.AG BZR             ,A3E495.ETR,22.04.2021,22.04.2021
DT.BETEILIG.AG BZR             ,A3E495.FFM,23.04.2021,23.04.2021
DT.BIOTECH INNOV.AG  O.N.      ,A0Z25L.ETR,13.11.2020,23.04.2021
DT.BIOTECH INNOV.AG  O.N.      ,A0Z25L.FFM,13.11.2020,23.04.2021
DT.CANNABIS AG   O.N.          ,A0BVVK.ETR,18.12.2019,18.12.2019
DT.CANNABIS AG   O.N.          ,A0BVVK.FFM,27.12.2019,01.01.2019
DT.CANNABIS AG  JGE O.N.       ,A2DA6T.ETR,17.12.2019,17.12.2019
DT.CANNABIS AG  JGE O.N.       ,A2DA6T.FFM,27.12.2019,01.01.2019
DT.EFF.U.WECH.-BET.G.O.N.      ,804100.FFM,13.11.2020,23.04.2021
DT.EFF.U.WECH.-BET.G.O.N.      ,804100.ETR,13.11.2020,23.04.2021
DT.GRUNDST.AUKT.AG             ,553340.FFM,13.11.2020,23.04.2021
DT.GRUNDST.AUKT.AG             ,553340.ETR,13.11.2020,23.04.2021
DT.IND.REIT-AG INH O.N.        ,A2G9LL.FFM,13.11.2020,23.04.2021
DT.IND.REIT-AG INH O.N.        ,A2G9LL.ETR,13.11.2020,23.04.2021
DT.KONSUM REIT-AG              ,A14KRD.FFM,13.11.2020,23.04.2021
DT.KONSUM REIT-AG              ,A14KRD.ETR,13.11.2020,23.04.2021
DT.PFANDBRIEFBK AG             ,801900.FFM,13.11.2020,23.04.2021
DT.PFANDBRIEFBK AG             ,801900.ETR,13.11.2020,23.04.2021
DT.ROHSTOFF AG NA O.N.         ,A0XYG7.FFM,13.11.2020,23.04.2021
DT.ROHSTOFF AG NA O.N.         ,A0XYG7.ETR,13.11.2020,23.04.2021
DT.TELEKOM AG NA               ,555750.FFM,13.11.2020,23.04.2021
DT.TELEKOM AG NA               ,555750.ETR,13.11.2020,23.04.2021
DUERR AG O.N.                  ,556520.FFM,13.11.2020,23.04.2021
DUERR AG O.N.                  ,556520.ETR,13.11.2020,23.04.2021
DUKE EN.CORP.    DL -*001      ,A1J0EV.ETR,15.01.2021,23.04.2021
DUKE EN.CORP.    DL -*001      ,A1J0EV.FFM,15.01.2021,23.04.2021
DUPONT DE NEMOURS INC. ON      ,A2PLC7.FFM,13.11.2020,23.04.2021
DUPONT DE NEMOURS INC. ON      ,A2PLC7.ETR,13.11.2020,23.04.2021
DVS TECHNOLOGY AG INH ON       ,553860.FFM,13.11.2020,23.04.2021
DVS TECHNOLOGY AG INH ON       ,553860.ETR,13.11.2020,23.04.2021
DWS GROUP GMBH+CO.KGAA ON      ,DWS100.FFM,13.11.2020,23.04.2021
DWS GROUP GMBH+CO.KGAA ON      ,DWS100.ETR,13.11.2020,23.04.2021
DXC TECHNOLOGY CO. DL-*01      ,A2DM8U.FFM,13.11.2020,23.04.2021
DXC TECHNOLOGY CO. DL-*01      ,A2DM8U.ETR,13.11.2020,23.04.2021
E.ON SE NA O.N.                ,ENAG99.FFM,13.11.2020,23.04.2021
E.ON SE NA O.N.                ,ENAG99.ETR,13.11.2020,23.04.2021
E.ON SE O.N. ADR               ,909855.FFM,13.11.2020,23.04.2021
E.ON SE O.N. ADR               ,909855.ETR,13.11.2020,22.03.2021
EASY SOFTWARE AG               ,563400.ETR,15.11.2019,15.11.2019
EASY SOFTWARE AG               ,563400.FFM,22.11.2019,01.01.2019
EASY SOFTWARE AG  NA O.N.      ,A2YN99.FFM,13.11.2020,23.04.2021
EASY SOFTWARE AG  NA O.N.      ,A2YN99.ETR,13.11.2020,23.04.2021
EASY SOFTWARE AG  Z.VERK.      ,A289VK.ETR,30.09.2020,06.10.2020
EASY SOFTWARE AG  Z.VERK.      ,A289VK.FFM,30.09.2020,30.10.2020
EASYJET PLC  LS-*27285714      ,A1JTC1.FFM,13.11.2020,23.04.2021
EASYJET PLC  LS-*27285714      ,A1JTC1.ETR,13.11.2020,23.04.2021
EATON VANCE DL -*00390625      ,909304.ETR,15.01.2021,03.03.2021
EBAY INC.         DL-*001      ,916529.FFM,13.11.2020,23.04.2021
EBAY INC.         DL-*001      ,916529.ETR,13.11.2020,23.04.2021
ECKERT+ZIEGLER AG O.N.         ,565970.FFM,13.11.2020,23.04.2021
ECKERT+ZIEGLER AG O.N.         ,565970.ETR,13.11.2020,23.04.2021
ECOLAB INC.          DL 1      ,854545.ETR,15.01.2021,23.04.2021
ECOLAB INC.          DL 1      ,854545.FFM,15.01.2021,23.04.2021
ECOTEL COMMUNICATION AG        ,585434.ETR,13.11.2020,23.04.2021
ECOTEL COMMUNICATION AG        ,585434.FFM,13.11.2020,23.04.2021
EDAG ENGINEERING G.SF-*04      ,A143NB.FFM,13.11.2020,23.04.2021
EDAG ENGINEERING G.SF-*04      ,A143NB.ETR,13.11.2020,23.04.2021
EDEL SE+CO.KGAA INH O.N.       ,564950.FFM,13.11.2020,23.04.2021
EDEL SE+CO.KGAA INH O.N.       ,564950.ETR,13.11.2020,23.04.2021
EDISON INTL                    ,887629.ETR,15.01.2021,23.04.2021
EDISON INTL                    ,887629.FFM,15.01.2021,23.04.2021
EDWARDS LIFESCIENCES           ,936853.ETR,15.01.2021,23.04.2021
EDWARDS LIFESCIENCES           ,936853.FFM,15.01.2021,23.04.2021
EINHELL GERMANY VZO O.N.       ,565493.FFM,13.11.2020,23.04.2021
EINHELL GERMANY VZO O.N.       ,565493.ETR,13.11.2020,23.04.2021
EL. ARTS INC.      DL-*01      ,878372.FFM,13.11.2020,23.04.2021
EL. ARTS INC.      DL-*01      ,878372.ETR,13.11.2020,23.04.2021
ELANCO ANIMAL HEALTH.          ,A2N6BH.FFM,13.11.2020,23.04.2021
ELANCO ANIMAL HEALTH.          ,A2N6BH.ETR,13.11.2020,23.04.2021
ELANIX BIOTECHN.AG             ,A0WMJQ.ETR,01.04.2019,01.04.2019
ELANIX BIOTECHN.AG             ,A0WMJQ.FFM,17.05.2019,01.01.2019
ELANIX BIOTECHN.AG JGE         ,A2G9KU.FFM,17.05.2019,01.01.2019
ELANIX BIOTECHN.AG JGE         ,A2G9KU.ETR,27.03.2019,27.03.2019
ELECTRICI.D.FRANCE E0-*50      ,A0HG6A.FFM,13.11.2020,23.04.2021
ELECTRICI.D.FRANCE E0-*50      ,A0HG6A.ETR,13.11.2020,23.04.2021
ELEXXION AG                    ,A0KFKH.ETR,13.11.2020,23.04.2021
ELEXXION AG                    ,A0KFKH.FFM,13.11.2020,23.04.2021
ELI LILLY                      ,858560.FFM,13.11.2020,23.04.2021
ELI LILLY                      ,858560.ETR,13.11.2020,23.04.2021
ELMOS SEMICOND. INH O.N.       ,567710.FFM,13.11.2020,23.04.2021
ELMOS SEMICOND. INH O.N.       ,567710.ETR,13.11.2020,23.04.2021
ELRINGKLINGER AG NA O.N.       ,785602.FFM,13.11.2020,23.04.2021
ELRINGKLINGER AG NA O.N.       ,785602.ETR,13.11.2020,23.04.2021
ELUMEO SE                      ,A11Q05.FFM,13.11.2020,23.04.2021
ELUMEO SE                      ,A11Q05.ETR,13.11.2020,23.04.2021
EMERSON EL.       DL -*50      ,850981.ETR,15.01.2021,23.04.2021
EMERSON EL.       DL -*50      ,850981.FFM,15.01.2021,23.04.2021
ENAPTER AG  INH O.N.           ,A255G0.FFM,13.11.2020,23.04.2021
ENAPTER AG  INH O.N.           ,A255G0.ETR,13.11.2020,23.04.2021
ENBW ENERGIE BAD.-WUE. ON      ,522000.FFM,13.11.2020,23.04.2021
ENBW ENERGIE BAD.-WUE. ON      ,522000.ETR,13.11.2020,23.04.2021
ENCAVIS AG  INH. O.N.          ,609500.FFM,13.11.2020,23.04.2021
ENCAVIS AG  INH. O.N.          ,609500.ETR,13.11.2020,23.04.2021
ENCAVIS AG INH. O.N. NEUE      ,A3H23Y.ETR,15.01.2021,23.04.2021
ENCAVIS AG INH. O.N. NEUE      ,A3H23Y.FFM,15.01.2021,23.04.2021
ENCAVIS AG INH. O.N. NEUE      ,A2TSVX.FFM,21.06.2019,21.06.2019
ENCAVIS AG NEUE INH. O.N.      ,A25404.FFM,08.05.2020,08.05.2020
ENDOMINES AB                   ,A2AHZA.ETR,13.11.2020,23.04.2021
ENDOMINES AB                   ,A2AHZA.FFM,13.11.2020,23.04.2021
ENEL S.P.A.          EO 1      ,928624.FFM,13.11.2020,23.04.2021
ENEL S.P.A.          EO 1      ,928624.ETR,13.11.2020,23.04.2021
ENERGIEKONTOR O.N.             ,531350.FFM,13.11.2020,23.04.2021
ENERGIEKONTOR O.N.             ,531350.ETR,13.11.2020,23.04.2021
ENGIE S.A. INH.      EO 1      ,A0ER6Q.FFM,13.11.2020,23.04.2021
ENGIE S.A. INH.      EO 1      ,A0ER6Q.ETR,13.11.2020,23.04.2021
ENI S.P.A.                     ,897791.FFM,13.11.2020,23.04.2021
ENI S.P.A.                     ,897791.ETR,13.11.2020,23.04.2021
ENPHASE ENERGY INC.DL-*01      ,A1JC82.ETR,15.01.2021,23.04.2021
ENPHASE ENERGY INC.DL-*01      ,A1JC82.FFM,15.01.2021,23.04.2021
ENTERGY CORP.      DL-*01      ,889290.ETR,13.11.2020,23.04.2021
ENTERGY CORP.      DL-*01      ,889290.FFM,13.11.2020,23.04.2021
ENVISTA HOLDINGS   DL-*01      ,A2PN69.FFM,13.11.2020,23.04.2021
ENVISTA HOLDINGS   DL-*01      ,A2PN69.ETR,13.11.2020,23.04.2021
ENVITEC BIOGAS O.N.            ,A0MVLS.FFM,13.11.2020,23.04.2021
ENVITEC BIOGAS O.N.            ,A0MVLS.ETR,13.11.2020,23.04.2021
EOG RESOURCES      DL-*01      ,877961.ETR,15.01.2021,23.04.2021
EOG RESOURCES      DL-*01      ,877961.FFM,15.01.2021,23.04.2021
EPIGENOMICS AG NA O.N.         ,A3H218.FFM,14.12.2020,23.04.2021
EPIGENOMICS AG NA O.N.         ,A3H218.ETR,14.12.2020,23.04.2021
EPIGENOMICS AG NA O.N.         ,A11QW5.ETR,13.11.2020,10.12.2020
EPIGENOMICS AG NA O.N.         ,A11QW5.FFM,13.11.2020,22.01.2021
EQS GROUP AG NA O.N.           ,549416.FFM,13.11.2020,23.04.2021
EQS GROUP AG NA O.N.           ,549416.ETR,13.11.2020,23.04.2021
EQT CORP.                      ,A0RFZL.ETR,15.01.2021,23.04.2021
EQT CORP.                      ,A0RFZL.FFM,15.01.2021,23.04.2021
EQUIFAX INC.      DL 1*25      ,854618.ETR,15.01.2021,23.04.2021
EQUIFAX INC.      DL 1*25      ,854618.FFM,15.01.2021,23.04.2021
EQUINIX INC.      DL-*001      ,A14M21.ETR,15.01.2021,22.03.2021
EQUINIX INC.      DL-*001      ,A14M21.FFM,15.01.2021,23.04.2021
EQUITABLE HLDGS    DL-*01      ,A2PX9L.ETR,13.11.2020,23.04.2021
EQUITABLE HLDGS    DL-*01      ,A2PX9L.FFM,13.11.2020,23.04.2021
EQUITY RESI. SBI   DL-*01      ,985334.ETR,15.01.2021,22.03.2021
EQUITY RESI. SBI   DL-*01      ,985334.FFM,15.01.2021,23.04.2021
ERGOMED PLC       LS -*01      ,A117XM.FFM,13.11.2020,23.04.2021
ERGOMED PLC       LS -*01      ,A117XM.ETR,13.11.2020,23.04.2021
ERICSSON A (FRIA)              ,857463.FFM,13.11.2020,23.04.2021
ERICSSON A (FRIA)              ,857463.ETR,13.11.2020,23.04.2021
ERICSSON B (FRIA)              ,850001.FFM,13.11.2020,23.04.2021
ERICSSON B (FRIA)              ,850001.ETR,13.11.2020,23.04.2021
ERICSSON B (SPON.) ADR         ,765913.FFM,13.11.2020,23.04.2021
ERICSSON B (SPON.) ADR         ,765913.ETR,13.11.2020,22.03.2021
ERLEBNIS AKADEMIE AG           ,164456.ETR,14.12.2020,23.04.2021
ERLEBNIS AKADEMIE AG           ,164456.FFM,14.12.2020,23.04.2021
ERNST RUSS AG NA O.N.          ,A16107.FFM,13.11.2020,23.04.2021
ERNST RUSS AG NA O.N.          ,A16107.ETR,13.11.2020,23.04.2021
ERSTE GROUP BNK INH. O.N.      ,909943.FFM,13.11.2020,23.04.2021
ERSTE GROUP BNK INH. O.N.      ,909943.ETR,13.11.2020,23.04.2021
ERWE IMMOB. AG INH O.N.        ,A1X3WX.ETR,13.11.2020,23.04.2021
ERWE IMMOB. AG INH O.N.        ,A1X3WX.FFM,13.11.2020,23.04.2021
ESSEX PROP. TR.  DL-*0001      ,891315.ETR,15.01.2021,22.03.2021
ESSEX PROP. TR.  DL-*0001      ,891315.FFM,15.01.2021,23.04.2021
ESTEE LAUDER COS A DL-*01      ,897933.ETR,15.01.2021,23.04.2021
ESTEE LAUDER COS A DL-*01      ,897933.FFM,15.01.2021,23.04.2021
ETSY INC.         DL-*001      ,A14P98.ETR,15.01.2021,23.04.2021
ETSY INC.         DL-*001      ,A14P98.FFM,15.01.2021,23.04.2021
EUROMICRON AG JGE NA ON        ,A2NBTK.FFM,13.09.2019,13.09.2019
EUROMICRON AG NA O.N.          ,A1K030.FFM,20.03.2020,01.01.2019
EUROMICRON AG NA O.N.          ,A1K030.ETR,24.01.2020,24.01.2020
EUROPE SECTORTREND R           ,A1J9GW.FFM,07.02.2020,07.02.2020
EVERGY INC.                    ,A2JNBV.ETR,15.01.2021,23.04.2021
EVERGY INC.                    ,A2JNBV.FFM,15.01.2021,23.04.2021
EVERSOURCE ENERGY    DL 5      ,A14NE5.ETR,15.01.2021,23.04.2021
EVERSOURCE ENERGY    DL 5      ,A14NE5.FFM,15.01.2021,23.04.2021
EVN AG                         ,878279.ETR,26.03.2021,23.04.2021
EVN AG                         ,878279.FFM,26.03.2021,23.04.2021
EVONIK INDUSTRIES NA O.N.      ,EVNK01.FFM,13.11.2020,23.04.2021
EVONIK INDUSTRIES NA O.N.      ,EVNK01.ETR,13.11.2020,23.04.2021
EVOTEC SE  INH O.N.            ,566480.FFM,13.11.2020,23.04.2021
EVOTEC SE  INH O.N.            ,566480.ETR,13.11.2020,23.04.2021
EVOTEC SE ADR/2 O.N.           ,A0QZ3J.FFM,13.11.2020,23.04.2021
EVOTEC SE ADR/2 O.N.           ,A0QZ3J.ETR,13.11.2020,22.03.2021
EXASOL AG  NA O.N.             ,A0LR9G.FFM,13.11.2020,23.04.2021
EXASOL AG  NA O.N.             ,A0LR9G.ETR,13.11.2020,23.04.2021
EXCEET GROUP SCA RED. A        ,A0YF5P.FFM,13.11.2020,23.04.2021
EXCEET GROUP SCA RED. A        ,A0YF5P.ETR,13.11.2020,23.04.2021
EXELIXIS INC.      DL-*01      ,936718.FFM,13.11.2020,23.04.2021
EXELIXIS INC.      DL-*01      ,936718.ETR,13.11.2020,23.04.2021
EXELON CORP.                   ,852011.ETR,13.11.2020,23.04.2021
EXELON CORP.                   ,852011.FFM,13.11.2020,23.04.2021
EXPAT CZECH PX UCITS ETF       ,A2JAG6.FFM,07.02.2020,07.02.2020
EXPAT HUNG. BUX UCITS ETF      ,A2JB7B.FFM,27.12.2019,27.12.2019
EXPEDEON AG  INH O.N.          ,A1RFM0.ETR,02.10.2019,02.10.2019
EXPEDEON AG  INH O.N.          ,A1RFM0.FFM,22.11.2019,01.01.2019
EXPEDIA GRP INC. DL-*0001      ,A1JRLJ.FFM,13.11.2020,23.04.2021
EXPEDIA GRP INC. DL-*0001      ,A1JRLJ.ETR,13.11.2020,23.04.2021
EXPEDITORS INTL WASH.DL01      ,875272.ETR,13.11.2020,23.04.2021
EXPEDITORS INTL WASH.DL01      ,875272.FFM,13.11.2020,23.04.2021
EXXON MOBIL CORP.              ,852549.FFM,13.11.2020,23.04.2021
EXXON MOBIL CORP.              ,852549.ETR,13.11.2020,23.04.2021
EYEMAXX R.EST.AG               ,A0V9L9.FFM,13.11.2020,23.04.2021
EYEMAXX R.EST.AG               ,A0V9L9.ETR,13.11.2020,23.04.2021
EYEMAXX R.EST.AG BZR           ,A254XR.ETR,02.03.2020,02.03.2020
EYEMAXX R.EST.AG BZR           ,A254XR.FFM,20.03.2020,20.03.2020
F5 NETWORKS INC. O.N.          ,922977.ETR,13.11.2020,23.04.2021
F5 NETWORKS INC. O.N.          ,922977.FFM,13.11.2020,23.04.2021
FABASOFT AG                    ,922985.FFM,13.11.2020,23.04.2021
FABASOFT AG                    ,922985.ETR,13.11.2020,23.04.2021
FACC AG INH.AKT.               ,A1147K.FFM,13.11.2020,23.04.2021
FACC AG INH.AKT.               ,A1147K.ETR,13.11.2020,23.04.2021
FACEBOOK INC.A DL-*000006      ,A1JWVX.FFM,13.11.2020,23.04.2021
FACEBOOK INC.A DL-*000006      ,A1JWVX.ETR,13.11.2020,23.04.2021
FAIRFAX FINL HLDGS SV          ,899676.ETR,23.04.2021,23.04.2021
FAIRFAX FINL HLDGS SV          ,899676.FFM,23.04.2021,23.04.2021
FASHIONETTE AG  O.N.           ,A2QEFA.FFM,13.11.2020,23.04.2021
FASHIONETTE AG  O.N.           ,A2QEFA.ETR,13.11.2020,23.04.2021
FAST FIN 24 HLDG INH O.N.      ,A1PG50.FFM,13.11.2020,23.04.2021
FAST FIN 24 HLDG INH O.N.      ,A1PG50.ETR,13.11.2020,23.04.2021
FASTENAL CO.       DL-*01      ,887891.FFM,13.11.2020,23.04.2021
FASTENAL CO.       DL-*01      ,887891.ETR,13.11.2020,23.04.2021
FCR IMMOBILIEN AG NA O.N.      ,A1YC91.FFM,13.11.2020,23.04.2021
FCR IMMOBILIEN AG NA O.N.      ,A1YC91.ETR,13.11.2020,23.04.2021
FED. HOME LN MTGE O.N.         ,876872.ETR,13.11.2020,23.04.2021
FED. HOME LN MTGE O.N.         ,876872.FFM,13.11.2020,23.04.2021
FEDEX CORP.        DL-*10      ,912029.FFM,13.11.2020,23.04.2021
FEDEX CORP.        DL-*10      ,912029.ETR,13.11.2020,23.04.2021
FERRARI N.V.                   ,A2ACKK.FFM,13.11.2020,23.04.2021
FERRARI N.V.                   ,A2ACKK.ETR,13.11.2020,23.04.2021
FERRATUM OYJ                   ,A1W9NS.FFM,13.11.2020,23.04.2021
FERRATUM OYJ                   ,A1W9NS.ETR,13.11.2020,23.04.2021
FIAT CHRYSLER AUTOM. 0*01      ,A12CBU.ETR,13.11.2020,15.01.2021
FIAT CHRYSLER AUTOM. 0*01      ,A12CBU.FFM,13.11.2020,22.01.2021
FID-FSREEGEQETF DL ACC         ,A2P1GK.FFM,21.08.2020,21.08.2020
FID-FSREEUEQETF EO ACC         ,A2P0ZP.FFM,21.08.2020,21.08.2020
